VOICES_ID_NO,DOC_SERIES,DOC_REF_NO,PLEADING_TYPE,LONG_TITLE,SHORT_TITLE,GENDER_CODE_PLAINTIFF,GENDER_CODE_DEFENDANT,DATE_RANGE,THEME(S),PLEADING_TEXT,IMAGE_LINK,FREETEXT_NOTE
,J,110,,"Richd. Fian of Dublin, alderman and Mary his wife v. Thomas Delahide of Drogheda merchant",,,,,,"To tis Rushe honorable the
 Lorde chauncellor
 In moste humble manor sheevethe vnto your honor Richard escau of dublin alderman, and mary his Boff that
 where one Robart ffleminge of droughed marchaunt late decesid was possessid of goodes and chatteles ffeymis
 dettes and damandes to the value of twelue hondrid poundes tte corrant mony of Ingland or more after whose
 decese the gretist porcyon of the said goodes chattelles and dettes came to the handes of Thomas delahide of
 drougheda marchaunt and patrik dowdall decesid beinge appoyntid overseers and in trust of the sayd obbst
 is goodes so it is Right honorable that the said Richard and mary as in Right of the said mary arintitulee to
 haue a therdparte of all the said goodes chattelles and dettes of the said Robarte by resen that the said
 mary was his last wyf to the said Robart and also are intitutid to asyst parte of his said goodes and
 chattalles by his last will in tender consideracion of the premissis may it plese your honor to callabefer
 appe
 yow the said thomas beinge survivor of the said ouerseers and cause hym to yeld accompte.
 vnto your suppiante for ther said porcyon of the goodes chattelles and dettes of the said Robartt and
 that your honor will cause the said thomas to ffynde sufficient surtie or enter in bond to answery
 suche arrerages as shall appere to be due vppon the said accompt and they shall pray for your honors",01_AUGUST_24,
,J,111,,"Elizabeth fitzWilliams alias Plunket widow of Edward Plunket of Loghgowr decd. v. John Plunket, brother and heir to said Edward",,,,,,"th e e a the aid ned
 Tin ncbly ed of epetir vn vnto mser seretitle teye u et e the gese e of te sillines hate ptnd bly wsde the e oe
 sadward plincke of lage gowe deceased wheras in considentyn of the som of oohundzed selne my marey of eded
 yven satisfied with ys complt in preermes to the say heald it was toenanidofested any aghee hisefenda
 thomas pluncket of oghnowe fatherto the said ure & the said teard n o h
 and willam fizvllems of deram gent of the o ther part for the Joyedation aforsaid Thhat thhe said pabeth ffe
 hos to hee dreing hee lise for her Lonhr and helpe alt the landes ten & held dmn the said Thonmas then Bad
 in the chunty & aty ff due no the sblans, Berneinge agahint Barothery Sembustond homes to handes Heh
 county of durlin, And in durnow didshighton delacke And Steyes yardes Shwan o he come of
 methe heewhole being noo abote prused aling by the send And for the o sery or adouer the said
 Thomas and Edward agCtowdgd about of ths hundred poundes vilo the said Willam for witlams or the arther
 presymann therof eCndnalso the said Edward in arthimplyshi therof paid afossine th Maru Blase of
 Abor & to John wicomber & to this hearo of the said parcells to the vse of the said Bda for erimiof ther
 lege wait le deed, of his Jonones, And further in his det will h efamenle dide ete & lete her said
 vnto the said Elizabeth : for term of her last accdungly & wifed that all his defes hul sand seied
 therof to that v, & omnte a pecurity & assura And sor as to the effect fsaid as by the said
 agdment, bond, assurance may appere, That noihstadinge one John Oefar brother & heiro
 the said Edmnd wih dary vex & disureys seed & ue of the landes psent aforsaide, vsing
 all compl sath menci of asweld a e o the o se o ps the ed fande & teenete & b
 compell the tenante aforesaide to pay over them reased tof the said John wherby ony & ad arforsaid
 as lick to be wased, and your ssupliant to od defered of the said Jowne s ade cheif say o
 mayntewanc, wherfor your sapd with my humbry beset of he e mad orete
 of Liniuction aswell to the said John comanding him not t Cosns your suppliant o recovig
 the rea & profites of the said landen & tementes aforsaid vntole by order of law the said shulbe ebiced
 As also vnto the Renntes of the tenementes aforesaid comaunding ha fon pay ter deneydous
 s vntill the carse of law of th order of this sert the sae by oher isdeler nged
 ypri allm pray
 of Conde rale Iniuctinr is Ched
 suffer her to depre had dowe es
 au aprere f grauntes",01_AUGUST_24,
,J,116,,"Andrew Galwey (son and heir of Walter Galwey of Cork decd.) by his guardian in Sotadge Genet Galway widow, his mother v. Dominick and James Galwey",,,,,,"To the right honorable the lord chauncellor
 Mast humbly sheweth vnto your honor Andrewe Galwayson & heir to walter galway late of the citie a
 Tork merchant deceassed by his next frende & garden in secudge Genes Galway widowe mother to your dd
 suppliant That where the said walter the day of his death was seised as of his inheritance of
 ataverne called the great taverne within the said licie of the villadge & hamles of knoc kreaye thd
 and of two fisshinge weares vpon the ryver of Cork which weares he held in mortgadge of
 mathewe late bisshope of corke and had in achest locked within his dwellinge house in the said cities
 aswell all the charters mvnimentes & writinges that conceruld his titell to the premisses as also
 acconveyanc whereby John Galwey father to the said walter did insure vnto the said walteraed to
 his heires all his landes & tenementes aswell within the icitie of cork as without after the said Jh
 said
 death, and an auncient dede whereby all the said John is inheritance & land were intailed to
 his auncestors and to the heires males of their adies lawfully begottin, And the said walter beinge
 so seised & possessed of the premisses thereof died seised after & by whose death the premisses discended)
 to your suppliant asson and heir vnto the said walter, And also where the said John galway havinge
 the vse & occupacion of his dwellinge house in cork of amyll called waters mit of his prciou of &
 comaghill Ballifieghan, carriginis Brownstown knocknebeatinge Ballianrey knoppogges & Inispick of
 certayne tenementes waterford the sconehouse wherin domynick galney dwellith in cort alson marcell is house)
 an acre of land called gortgar & foure acres next adioyninge to the same besides Raches crose S
 Garrineclealy & half Rkaghibeggy with thapprtenances, died at cort aforsaid, after & by whose death the
 said tenementes by vertue of the said conveyance remayned vnto your suppliant & if no such
 conveyance had bene made the same ought to discend to your suppliant as consen & heir to the said
 John that is to say, as son & heir to the said walter, son & heir che to the said John, So it 1s
 right honorable that domynick Galway and James Galway of corke aforsaid merchantes
 wrongfully & of Extert power after the said John & walter is death did abote into all the said
 tenementes and hereitamentes and by night conveyed away the said chest with all the said writinges
 charters & mvnimentes therin conteyned. And also toke into their handes & possessionall the
 charters writing that concerne the said tentes & landes whereof the said John had possession hed
 and
 tyme of his death and the same as yet wrongfully detayneth to the great daunger of disherison poif
 your suppliant and to his damages of v£ list And forasmoch as your suppliant knoweth not
 the certeintie of all the said charters & writinges whereby he might prosecut accion frth
 recovry of them at the comon lawe And that your suppliant is very yough tender
 dge havinge no staye of livinge but such as is kept & detayned fron him as iefendat
 domynce & James whereby your suppliant is very vnhable to by which the ve the commond
 lawe within the citie they being there greatly alied and frended, And forent
 citie is in the remote partes whence it is very hard to have triall by funes of the condered
 lawe prescribeth : It may please your honor to graunte her maestes writt of subpena to end the
 to the said domynick & James comaundinge them vpon a certayne payne to ae
 aparances before yow in her maiestes high court of chauncerytaenswere athes
 to take such order as to equitie & Justice aperteyneth Andw",01_AUGUST_24,
,J,128,,"Thomas Horsley and John Kytchin, agents and attorneys for Alice Shepparde, widow of Richd. Sheppard late of Dublin decd. v. Richd. Longford and Harrington Horsley, exrs. of said Richard",,,,,,"To the Kyghte honnorable the Lchauntalor
 Complaynethe vnto your honnor Thomas horsey and John kytchin Agentes and atteannced for Alict shepparde
 wyddowe layte wyfe to Richard shepparde late of dublin ge deceasses, wher she was lawfully espowsed, and maryed to
 the saide Richarde accordinge the ealesibsticall lawes. and so contynued his lawfull wyffe vntill his deathe. So yt is
 right honnorable that the said Richardat Dublin withe in the countey of the cyttie of dublin. the fowrthe of Januurij
 1582 made his laste will and testamend Richarde Longforde and harrington horsley his executors and then, and therin
 dyed haunge then in his possession and propertye suche goodes and chattels as in accevle her vnto anexed knowen
 notoriously may appeyre besyde other chatters as yt to the complaynant vnknowen, after whose deathe the sayd~
 executors hange possession of the said goods, by force of the premisses the said complainante requered of them her
 wyshods resonable porcion of the saide godes amountinge to athyrd parte of them whiche to yelde haue refussed and yet
 dothe to the complaynantes damagis of one hundrd pound sterlinge, Therfore and for asmvche as she the complaynante is
 amoyre stranger in this counttry and not acquanted therwithe and the deffendantes beinge well frinded and alred in the same s
 may please your honnor to award prosses for the apperance of the sayde executors before your honoor to appere apont
 sucht themfo to aunswer the premysses and your homoas sipplibnte shalle bounde Daley to paye for Horn longhesadcted",01_AUGUST_24,
,J,137,,"Jane Lambert, one of the daughters of Oliver, late Lord Lambert decd. v. Charles Lord Lambert (her brother) Dame Hester Lambert (her mother) and James Lardge",,,,,,"To the dege hawee th rd when e
 Sauncellor of Ireland.
 sherete vnto your Lrdshipyours uihitl ane Lambert one of the daughters of the right honnorable Oliver late lord Lambere
 That whereas her said father by his last will and Testament out of a fatherly love and care of yor mti did
 f ee and vequesnces vnto your said impliant a legacie of 1500£ ater to the end hintent the came should be a pertion advauncement
 hin marriidge and to be collected and receaved out of the Termond landes in the County of van haveinge then
 of forty heare vpwardes therein and which by certeine accompt amounteth to his cleere yearely Rent of
 H eyther did as pouid that vntill the said unne of 1500£ afer chould be fully ratisfyed, thereout vnto your mpliant thee chose
 hereeall etyyed of 50£ iter yearely for her livelyhood and maintenaunce out of the said landes Now re it is
 ofy it our said fathers death harles lord Lambert brother vnto your mpliant and heire vnto here aid father
 Stuge ime ye said Lambert mother vnto your imiestt and Jamus Lardge her servant or agent thaue entred unto ⁁
 o b the piss of elfe o line and refuseth to pay and satisfye vnto your iuppliant the said 1500£ thereout accordinge the said ⁁
 Asbeyne yearely maintenance notwithetandinge, he the said Lord Lambert did sithence, his cathers death
 Aroma odffrncAny right honnorable as your maiesti hath noe instrument in writinge graunting intohor the hard
 Ri aid 1500£ legucy (on the said landes hee is therefore remedilifye at Common lawe And ⁁
 I ohame Ir horth and for that thee hopeth the said Charles lord Lambers beinge her brother ⁁
 e d eforetye Lop confessd the truth of the premisses whereby his hister your onpla and the
 t a heas verringe ofather May receaue euth satisfuccion for her present reselfe as is expeue
 I Ie for that hee is credibly informed that by the meanes L procurement of the
 he ohn e dity from th eaid Lady Lmbert the sand anuury and legay is not ratisfed)
 e yr to graunt vnto her his Maiestes most gratious writt of ub to be¬
 e e oe Lambert and Dames Lardge thereby requiringe them at ote
 In an eewa f e appeare before your Lordship to answere the premisses, and to retaned
 d and that your Lrdship would be plelsed in the meane tyme to
 I to the same lardge and all mnch otters wheie it may Loctyne
 t t aid a ts dermely pogt ys dnd came as it groweth nd
 bIs beter recurit and for her weedg cntiscuccion
 n aye",01_AUGUST_24,
,J,146,,"Rose Ley of Kilkenny, widow v. The Dean of Laghlin and his procters.",,,,,,"To the Right honorable the lei Charded
 Humbly heweth vnto your honor Rose bey of killery in the countie of bildery wilie by her atery hd
 with thassent and consent of the reurnd father in god daniell bucehoppe) Righley and of the chapter of thdsam ve ned shirm
 May in the yere of our Lorde god 1ys / & in the xvijᵗʰ yere of her maiestes raygne, hath gevin graunted & to fewyd emiseto yeur fuec td
 kyllor in the dery of laghlin parcell of the deaury aforsaid To haue & to hold vnto your suppliant and to her assigses for the e v SJohn As
 babtist next ensuidge the day of the date of the said dede indented to thend & duringe the tearme of xvij yeres your suppliant o his issignes e
 and payinge yerely for eiuery busshell of kilkeny measure as shalbe viewed by indifferent proctors named by ech of the artyes to b tityt same ther
 fowre shillinges Lawfull money of Ireland at the feastes of Snichell the Archangell and Easter by euin porcions as bythe said eede intntedred to be
 shewed vnder the said busshopp deane & chapter is seales more at lardge may appeare, by vertue wherof your suppdquitlie chat & enyed the
 sayd tithes sithence the date of the said dede indented vntill this last moneth of July that one walter gibveson nowe deie of Lacben fet
 onely which violence & stronge hand tooke the tythes of such berr as did growe in the fioldes of kyllor aforsaid, but also treedd & mpesed to sevae
 and putt to his vse the rest of the sayd tyth corne refusinge vtterlie to yelde vnto your suppliant the benefitt of ther said lease oreth appoynt any actor
 to settes or viewe the said corne, And forasmoch as your supplyn is said interest eiidentlie appeareth to be sufficient and inefowlet he detat
 so longe acontynued possession ought not to be avoyded without proces recouery or decre It may please your honor to graunt her maiastshect of riunction
 or your lettres of Comaundment to be directed to the said nowe deane and to all his prctors collectors servantes and balwes & to all others playmyng by
 him any right title or interest in the said tithes enyoing them vppon agreate payne to permitt & suter nour supplyant & they asgue & serveduth
 quietlie to haue hold levy & receave the sayd tythes from tyme to tyme hireafter accordinge the woordes & meaning of the said dide Edelited Bntie
 he shall recouer the sayd tytherby accion at the Comon lawe or by decre in her maistes high courte of exaincery and fsuppe shel tay er
 The poctors and collector servantes and ballyve of te said Reanese
 whiche disturbeth the complaynant i John Roete fyth dey of kilkeng
 mser william fity Edward of grongefeartes nson seaseng Reelagt
 of gawran
 defendant to be se sd
 mre of the sinfry off and the e
 with a convenyent spend",01_AUGUST_24,
,J,150,,"Sir Christofer, Lord Baron of Howth v. Richd. Nettirvill of Kilsalghan, gent. and Genet Sarsfield of Donsoghlye 'lady', late wife of Sir John Plunkett",,,,,,"To the Righrt howonbdle the Chauncell
 Wheweth vnto your honors S xixˢʰ L. Baron of Howth, that whereu
 was sesed of certayne lande mid a wood sometyme belonginge vnto the K bus
 of Dublin commonlie called the Bushops lande in and adioyninge to the Wards
 in the Cowntie of dublin, as of his iuste & lawfull enspbitunce, And so there
 of seysed, vntill by Rycharde Nettruwile of Bibhilgham gent and Gennet e
 Sarcefold of Twnsoghlye ladye & late wife to Sir Jhon Plunkett Knight
 wrongfully disseased from the peaceble & uyt possession therof, to his lodship
 & hynderance of tenne powndes Maie it therefor please your good Lordship
 (in consideration that the sayd defendantes are geatlye allyed in the seyde
 Cowntie) to adward hir maiesties wrytt of Subpena for the said Mieties
 to make ther personall apparnnce before your honores to the
 whatt cawse they have & yet do distube & dissuyaty d t e t
 possesvon in the premisses And t of",01_AUGUST_24,
,J,151,,Elizabeth Lucar widow of Richd. Lucar of Waterford decd. v. Walter Sherlock of Waterford mercht.,,,,,,"To the Right honorable the Sᵗ Chancellors
 Compleyneth vnto your honor Elizabeth Lucar widowe lave wife to Richard Ducar of watexond dewayed &
 where she putt walter Sherloct of uenst waterprd merchant, in trust t obtayne for her alese for xxj yeares
 of the nioyetie of the Seithes of the Rectorie of silowray alias kilotheran in the County of wateroyd from
 Patrick Sherlock of Sᵗ Catrens besydes waterbrd Esquier, & delyvered to the said walter fyftie pounds steling
 current mone of Englad to be paye to the said Patrick, as for obtayning the said lease, with Condicion that ite
 the said Patrick, did repaie the same, within thre yeares, after the making of the said lease, that they after
 them of one whole pince tearme after the saide payment, the said Patrick to reeater into the premisses, & or T
 default of suche payment, the said lease to stand fyrme or xxj yeares, by force wherof & delyvery of the
 said mny, the said Patrick made acconveyance to the said walter Sherlock in his owne name, of the can
 moyeth of the said rectory, contray to the truste reposed by the complaynant in hym & toke the prysete
 of the whole teythes aforsaid amounting to lly per Annum for one whole yeare in Anno domini 1583 to his owne
 vse, & will alowe this Compleynant no parte of the sayd moyeth of the rectory, but the one halfwells therif
 And further the said walter hath recevid the said fyftie pounds, terling from the said Patrick sherlock if
 dischardge of the said lease, who kepeth the said some wrongfull & deceiptfull from the complaynant, ht
 will not delyver her the said mony contrary to all Lawe equity & consyence & to the Complynantes
 damages of xx£ sterling, Therfore yt may plese your D to Call before you the said walter, & compell)
 him ether presently to paie vnto your suppiant the said Soms in demaund, Or otherwise to showe Just
 Cause to the Contrary; And he shall Croy / or",01_AUGUST_24,
,J,153,,"Symon Luttrell of Luttrellstone, co. Dublin, esqr. v. Dame Ann Fyan, and Walter Sedgrave, widow and son, and exrs., of Christofer Sedgrave of Dublin, alderman, decd.",,,,,,"To the Right honnorable the Lo: Chauncell
 Hhumbly sheoveth to your honnor Symon Luttrell of luttrelstone within the Countie of dublin
 esquire that wher as your supplynt did demyse vnto Craffeffer sed grawe of dublin Alderman
 late deceased : a gardene besides the backe laue on the soyethe sie of the howse wherin the said
 Christoffer did dwell in the highe strete of dublay a forsaide for certayne yeares, yett
 contynvinge : yeildinge and painge therfor yearely vnto your supply his heires and
 assignes xxˢ Currant money of Irelade at the feastes of Sᵗ mychaile, tharchangell
 and Easter by evene porcions : by Reason wherof the said christoffer entrede and enioyede
 the same accordingly : So hit is Right honnorable that ther Resteth dwe vnto your supplay
 for the Rente of the said gardene for Twell yeares and a halfe endinge at michalmms laste :
 paste the som of xij£ xˢ Ir: whiche daie Ann ffyane late wiffe vnto the said christor
 and walter Sedgrawe his sonn and heire executors of the laste will anm testament of the said
 hxor : do Refuse to satisfie and paie vnto your supplyn not withstandinge the same hathe
 bene oftene tymes demaunded at ther handes, May hit therfor please your honnor to
 addresse your lettres of Comaundement vnto the said executors willing and Comaundingg them ther by
 ftesfie and pay vnto your supplynt the said arrerages of Rente or other wise to appere. be
 for your Lo: to sheowe Cawse to the contrary, and he shall pray",01_AUGUST_24,
,J,154,,"Nicholas Linche of Galway v. Jennet Linch (widow of John Gall Linche) Christian Linch, and Elles Linch, (daughters of James Linche decd. uncle to suppliant) and Peter Linch husband of said Elles",,,,,,"a de haming se h d the e o s
 Je he pet pilcedy afto rere ind ecoese tstee e t tye estcgned popesse of th teed nd nd
 of l0l£ Englishe mony of there. And beinge so yosessed made his last will and Th
 before this dpathfe and e e s eee f th id nn feseso the said ood a
 sand palten aghond die i antad nncher his Brether and fale to your suifd t
 areparte And did brent that the said James should haue the Tuborshipe
 and of sthe porcion of he And nd and th afalle withditaly hit t he agetaine ie ths
 tyme of his fathers dese but of six years of yo or 6y5abouteed o
 thad mynistracion of the said walter a god an Charell by force of the said Auny
 supliant and his porcion as aforsaid ill the said James made his thatt male in oitiseetes
 three Baughter his hing wh Rennett bege linche, Christian Kinche and billis linche
 as thereabotes posessed of Certain goodes and Chattells to the value of L0£ cas
 to the value of 500£ Wi Olandes and Chattelles Came vnto his id Daughters afteriz
 ffamely beinge seused im for simple anonge other parcelles of Aftne howse wherin he
 of alway Conveid all his interest therin by way of morege befor he mad hes ses
 John yall binche and seruett his wief, one of the said Jomes the daughter and thered
 of the said howse the said John and Jennott wore Confend to paie (and so it thes ad
 the said Rames that they should pay foure score poundes Currant mony of England in
 to said i£ str for and towardes the preferment of the said Elles who war Onmaried at the said
 father deathe 4· markes stre to Andrewe linche and 26£ markes beinge the remayner of h
 supliant, which xxvj markes the said James legagred by the said wilm conto your subilant d
 and the Charge and Tutorship that he had of your supliant and his porcion of goodes wherof he
 walue of y left by the said will of the said walter father to your said sbpliant as aforsaid
 vo£ appointid for the said Colles and 4 parkes for the said Andrewe, the said John and Jenne t
 in Consideracion of the howse aforsaid yett he the said John Jennett nor dny fother hher nte paid the
 logacy of 26 markes left vnto your supliant as aforsaid, but takinge adwantage of the said supliantes myn to
 at the ddeathe of the said James &since of his powerty they haue and stilt dothe Choughe ftewrege
 to paie the same havinge paied all other the legacies Contayned in the will of the said James, Ad
 so it is if it may please your good Lordship that the said John died longe sithence, And the said Jennett ~
 Christian peter linche and Elles his wief with Andrewe linche sonnd and heir to the said John deceased
 hane Conspired and Combined together by Covinand Collusion to depriue and drsappoint your supiant e
 his said blegary issuinge and paiable out of the said howse by the said Jennett, and the said Shed
 piter and kolles and the said Andrewe linche, And for effectinge there badd purpose herin the h
 said Gennett Christram piter and Elles his wief, hand suppressed the said will of the said Sne
 and chorned maste Anewe Conveyaunce to the said Andrewe of the said howse and hathe not tndeuer and
 haue
 Churse for the paiment of the said legary hit beinge nowe tonpaid for the space of 30xx since)
 the tyme of the said legacy devised as aforsaid, most vnconscionably and to your suppliantes damages
 of 40£ sor. The premisses Considerid and for as muche as your supliant hathe no remedy at the Compl
 Lawe for the said Regary, nether dothe he knowe Certainly showe to ground his anow against h
 said defendant or any of them for the same, but hopethe they will Confesse the truthe vpon the
 othes in this most honorable Courte of equety and take some Conscionable Course for sabistyngeth
 said legacy and damages, It may therfor please your good Erdship to graunt his maiesties most Charoarsee
 thes
 writt of subpna against the said Jennett Christran piter and Elles his wief and Andrewe therby
 Commaundinge them and euery of them vpon sight therof to appeare befor your &x to anwer thej
 premisses And he shall pray &c",01_AUGUST_24,
,J,160,,"Melchid Moore of Athboy, co. Meath, gent. v. Alson Chamberlaine of Athboy single woman",,,,,,"To the right honorable the l. Chauncellor
 Humbly sheveth vnto your good l.: melchin moore of Athaboy in the Countie of meth gent that whear your suppliant was la
 seysed as of his inheritanc, of one tenement or stone howse comonly called, and knoven by the name of the new worke
 the said towne of Athboy, and beinge so seysed, was therof wrongfully dysseysed by one Alson chamberlaine of Athbey a
 singlewoman, who with like wronge doth yett kepe the said tenement or stone howse from your supliant contrary to apuntie
 and good Conscienc, and to your suppliant damages of xl£ str. wherfoor and for that the said Alson is of great allage)
 kundred and fruship within the said towne of Athley wheaby the matter ought to be tried yf your suptiant should sudat
 the Comon lawe in respect of the liberties of the said Athay, wherin your supplian is not hable to trie which hers
 the said Alson, It may therfor please your good L: to graunt your honorable lettres of Comaundement to be directed vnto the
 said Alson, therby Comaundinge heir to avoid the possession of the said tenement or stone howse, and to permitt your hayd
 quietly to enfor the same, otherwyse to appere befor your hanor to answer hervnto, and your suppliant shall &",01_AUGUST_24,
,J,161,,"Elizabeth Mordant alias Segerson of Dublin widow v. Thomas Robinson, tailor, John Lumney, mercht. and Nicholas his son, all of Dublin",,,,,,"Ie the Rihet hanorable the Lorde Chamerae
 Humblie sheweth vnto your hannor Elirabeth Mordant alias Segerson of dubla widowe, That whear James Rise and katherin
 dansey his wyfe late wyfe to william Bryan deceased & one of his adminystrators & Richard Bryan sonne to the said william
 another of his administrators, demysed vnto Robart mordante lite husband to your peticioner, one house & backeside, in
 Siᵗ Patrickes streat in the subirbes of this Citty of dullin for many yeares, yet to come, reservinge certeine yearlie rente
 By force whearof the said Robart Morday entred and was possessed of the said house and backeside as of his chatlell
 and so dyed possessid intestate, after whose death your Peticioner suder thadmynistracion of all his goodes & chattles and
 theirby was possessed of the said tearme & so contynved quiestly and without clayme or disturbance of dury
 till of late So yt is right honnorable that John Lunnney of eullin merchant, and Nicholas Linnney his sam
 pretendinge title to the said house and backeside by some interest supposed to be conveyed for the vycars thorall of
 Sᵗ Patrick dullin assimalle tyme befor the surrender of the cathedrall churche of Sir Patrickes which never tooke die
 perfettion but yf any suche can be shewed, the same was made emong ivers other the like intereste vppon collusion and
 secret worting betwixt some of the said vicary that then weare and them speciall fend to take effect yf the saide
 thinche had bene surrendred otherise not Hath in hope of extenordmary favor of the trioa by Jure within this
 Citty entred into the said house and backeside & leasle the same (as is gyven owt, to one Thomas Robinson of ercanctayle
 who hath orough saccion of Euctiane firmes against y petryoner wheby his the saide Lumundes secret workens
 and practyse was like to hime order against thes say clelf dre out that his wesfeing was disflosed and he pf
 your peteciou
 prebented; and for that the saide vycars are interested in the Reversion and that those vnder whose interest &e oratrx
 comely in holdeth by intelest fo the said vycears, and that neither your peticioner nor the lessers of your peticiours
 late husband, are able to trye with the saide Lurney, neither can they so well befor a Jure, al in this honnorable &
 courte vse meanes to make the collusicn knowen that was wrought in the ensealinge of the pretended interest, by per
 which the said John Kunmen and his sonne claymeth, as from the viaars : whear the possession did not at enery
 tyme cound accordinge their pretended interest) That it may theyrfor please your honnor to cranot her maiestes
 wrytt of Iniunction directed to the said Robinson and to the saide John Luney & his saide sonne, and to the
 Aetorney or attorneyes of them and evely of them, comaundinge them and every of them vnter apayne
 to sercease prosecution of the saide sente or any other suite, nat comon lawe towchanpte e suide house and
 bustesided But thet othey bringe byll in this honnorable courte vppon their title, whear your petarynne
 will annswear what delay, and your peticyine shall praye his
 In Iniunccion graunted for gavgnt is
 cause probublie affirnced in court that ther
 All collusion vsed bn the parties to dere
 Rickars who he thigherore of he",01_AUGUST_24,
,J,166,,Rosse mcDonagh mcGeoghegan and Owny his wife v. Hugh mcGeoghegan,,,,,,"To the Eight honorall the to Chauncelor
 In most humbl manor sheveth vnto your honor Rosse in douagh in Geghegan & Avny his wiffe hath
 whear the said Owine was maried to one ffeagh master Googhe gan with whom the said ffeagh reseved
 in mariadge goodes these parcelles of goodes and chatteles hervnder written which the said ffeaghs
 reseaved at the handes of Jamis inte Goghega father to the said Ownye vpon which receite
 the said hugh did promise graunte covnaunt & agree to & with the said Lwny that yf yt hapned
 the said Ownye should then after be devorsed from the said feagehs by the lawes of the holie.
 Church that then the said hugh would imediatly after restore vnto her the said goodes
 & chattels as shall &as well by the deed & seale of the said hugh as also by other
 evident matter be proved, So yt ys right honorabl that your suppliant was deborsed
 from the said ffeages according the lawes of the Church & after your suppliant the said Losse
 tooke to wife the said owny & hath sethens often required the said goodes & cattle as ⁁
 well of the said huh as of the said feages which they refuse to your suppliants domages
 of .x£ st In tender consideration wherof and for as much as your orators are
 poore & frendlesse & the said hugh verie rigrich of great alians & frendship in the
 said shire of westnetes & also for that any out of the said shire wilbe hardly found
 by reyson of the aliamis of the said hugh that yt will please your honor to caule before.
 you the said hugh to Aunswer the premisses & he shall pray &c
 In premis sixmelsh tine Ite a pann pric xxost
 Item twelve may kine Ste a grildle of Jerme with a barnis
 pryce xxv st
 Item five gerrans
 parte four & tworty swine
 Ite Jour & twety sheef",01_AUGUST_24,
,J,174,,"William Nugent of Kilkarne esq. and Jenet his wife daughter and heir of Walter Marward, Baron of Scryne deceased v. Ellen Marwod alias Marward, mother of said Jenet, and William Marwodd her husband",,,,,,"the rightes h the i Chacelled
 istre hitied netely tn to yt the de se eied aligntes of Inbone of sae & fentes his ase deightere & heyer to walter maded suere
 of Grrand deeeased that wheras the said walte in his lige hym seised or posessed his fee either in vse or possession of the manors of e ad
 aoyo Reston Sountrif bothe ball curties Sturminsm bothe Balbow as Shillore & Asspornerathe, with thappurtenances in the Countie of
 together tor thratty tas neer the wolde of Cowlicke called the brrry of Scirnes xxx res
 dublin & beeinge soe seised dyed therof sevsed wherby the premisses discendid to your supliantes the said Genet sold dawghter, & heyere
 to the said walter whoe was at the tyme of his deathe but of theadge of one yeaer or therabowtes & in wardes to her lake maiest ⁁
 the sid mabters
 Soe ht is Righte hir that fllm marwo als madward mother to your suppiantie halte wite to the said Barroy of Geryne afterd
 the deathe of the said walter your suppliant the said Genett havinge feve frindes of her ffathers said to relie vnto but trustinge
 hale to her said mother moste vnnaturally vnconscionably & wrongfully presently after the death of the said walters wrought
 & dealte with her ffrendes beeinge of greate countenance & creditt in this knogdom that one Thomas Tuyte whoe was supposd
 ih be hyvinge feoffes to thevse of your supliant the said Genet of the premisses shold be compelled to make asuerty to Sir Thomas
 lisywillments & others whoe are nowe all dead of all & sinfular the premisses for tearme of ther lives to thevse of the said Elleen
 for tearme of her life whervppon the said Thomas Tuyte by the procurement & meanns of Sir John Phunkett knighte ffather th
 the said Elley was imprisoned & kepte in diresse till he made an estate of the premisses as aforesaid togeither with the manngers of
 Scryn & kill fary in the Countie of merths beinge in effecte all the cheoffe subscanc of the said Barron of Scrwe n
 frvinge) to the said Sir Thomas fitzwiles & others as aforesaid to thevse of the said Ellen duringe her life, which bedinge
 athinge doon b furesse compalsent & againste conscienc & reason owghte not to holde, yett by collor heerof the Nolley noth
 said
 only entred & hath hat and the proffeth of the prsenesl seeinge to the yeerly wallie of C£ p and by the spac of xl yeere &et t
 in decepte of her maieste maies the supposed assuzan aforesaid beeinge made after the deathe of the said walfer & her maiesties satle novesd
 the vfter, vndoringe of your Impaitites beeinge forced for wante of means to mayntaien ther estate to sell other parcells of the said Dd
 livinge & to make leases in revercion vppon small considderacion to ther damadges of Lay poundes, but allsoe the said Sir Lomhat
 ffithwilliams & thdn dne of this confeosfees beinge all wende soe as the said Ellen her estate ais quit determyned yethe to eree
 now
 Ellen & her husbas alln marioed doe still discuree your supliantes most permittinge them therewy the premisses but wrongfullie takinge nd
 contynually the prfiltes the rof contrarie to lawe Justie & equyty & to your supliantes fiurthed Admadges of CC£ And for sormuch Rightehorabl as, your suppliant ath nesed
 meanes to fand owte, the frawde decepte & wronge aforesaid then by othe athe if the said fellen beeinge the principall achor therin And for that
 suppliantes are woth of abillity to proceed at the common lawe they beeinge disteabed of ther livinge & not suffred quietlie to take the prifittes in manneraerd
 It may please your goodldship to graunte his maiesties writt of subpena against the said wileam mariodd & Elley comaundinge Tthem Oridie of theim
 to apprer & aunswer the premisses & ffindinge the same to be true to enioyne vppon agreat penalty the said marwodd & Elhen to peromittes you said
 wll
 supliates to enioy the prenise withowte interriepcion & allsoe to satisfaccion of the meane profittes & damadges sustiiened) as aforesaid And thare
 will
 graunted your suppiantes shall praie &c /",01_AUGUST_24,
